TRILHA,ANOTACAO,ARQUIVO
S,ali,S_ALCP_2018FB+_IsabelaS.eaf
D1,lá,S_ALCP_2018FB+_IsabelaS.eaf
S,lá,S_ALCP_2018FB+_IsabelaS.eaf
D1,e só trabalhou dois anos no motel,S_ALCP_2018FB+_IsabelaS.eaf
S,no motel,S_ALCP_2018FB+_IsabelaS.eaf
D1,foi isso,S_ALCP_2018FB+_IsabelaS.eaf
S,foi,S_ALCP_2018FB+_IsabelaS.eaf
,,
### Arquivo: S_ALCP_2018FB+_IsabelaS.eaf,,
--- Trecho ---,,
D1,e que que você acha que esse bairro tem de diferente dos outros bairros de vinhedo,S_ALCP_2018FB+_IsabelaS.eaf
S,aqui onde eu estou morando,S_ALCP_2018FB+_IsabelaS.eaf
D1,é você acha que tem uma coisa especial aqui desse bairro,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
S,eh especial porque é um lugar legal né que a gente não,S_ALCP_2018FB+_IsabelaS.eaf
S,ninguém enche o saco,S_ALCP_2018FB+_IsabelaS.eaf
D1,essa vista aqui,S_ALCP_2018FB+_IsabelaS.eaf
S,essa vista aqui ó,S_ALCP_2018FB+_IsabelaS.eaf
S,a gente faz olha você vê tem até uma,S_ALCP_2018FB+_IsabelaS.eaf
S,aí ó é tudo do do restaurante né,S_ALCP_2018FB+_IsabelaS.eaf
D1,aham,S_ALCP_2018FB+_IsabelaS.eaf
S,aí é muito legal eu mesma eu eu gosto daqui,S_ALCP_2018FB+_IsabelaS.eaf
D1,você gosta do bairro então,S_ALCP_2018FB+_IsabelaS.eaf
S,é eu gosto do bairro,S_ALCP_2018FB+_IsabelaS.eaf
D1,e,S_ALCP_2018FB+_IsabelaS.eaf
D1,eh,S_ALCP_2018FB+_IsabelaS.eaf
,,
### Arquivo: S_ALCP_2018FB+_IsabelaS.eaf,,
--- Trecho ---,,
D1,é você acha que tem uma coisa especial aqui desse bairro,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
S,eh especial porque é um lugar legal né que a gente não,S_ALCP_2018FB+_IsabelaS.eaf
S,ninguém enche o saco,S_ALCP_2018FB+_IsabelaS.eaf
D1,essa vista aqui,S_ALCP_2018FB+_IsabelaS.eaf
S,essa vista aqui ó,S_ALCP_2018FB+_IsabelaS.eaf
S,a gente faz olha você vê tem até uma,S_ALCP_2018FB+_IsabelaS.eaf
S,aí ó é tudo do do restaurante né,S_ALCP_2018FB+_IsabelaS.eaf
D1,aham,S_ALCP_2018FB+_IsabelaS.eaf
S,aí é muito legal eu mesma eu eu gosto daqui,S_ALCP_2018FB+_IsabelaS.eaf
D1,você gosta do bairro então,S_ALCP_2018FB+_IsabelaS.eaf
S,é eu gosto do bairro,S_ALCP_2018FB+_IsabelaS.eaf
D1,e,S_ALCP_2018FB+_IsabelaS.eaf
D1,eh,S_ALCP_2018FB+_IsabelaS.eaf
D1,você sabe se costuma haver festa de ba de bairro por aqui,S_ALCP_2018FB+_IsabelaS.eaf
D1,algum lugar que as pessoas se reúnam,S_ALCP_2018FB+_IsabelaS.eaf
,,
### Arquivo: S_ALCP_2018FB+_IsabelaS.eaf,,
--- Trecho ---,,
D1,você gosta do bairro então,S_ALCP_2018FB+_IsabelaS.eaf
S,é eu gosto do bairro,S_ALCP_2018FB+_IsabelaS.eaf
D1,e,S_ALCP_2018FB+_IsabelaS.eaf
D1,eh,S_ALCP_2018FB+_IsabelaS.eaf
D1,você sabe se costuma haver festa de ba de bairro por aqui,S_ALCP_2018FB+_IsabelaS.eaf
D1,algum lugar que as pessoas se reúnam,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,nem uma festinha pras criança natal ano-novo nada,S_ALCP_2018FB+_IsabelaS.eaf
S,quer dizer,S_ALCP_2018FB+_IsabelaS.eaf
D1,festa junina,S_ALCP_2018FB+_IsabelaS.eaf
D1,aqui no bairro,S_ALCP_2018FB+_IsabelaS.eaf
D1,eu falo,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,não aqui não,S_ALCP_2018FB+_IsabelaS.eaf
,,
### Arquivo: S_ALCP_2018FB+_IsabelaS.eaf,,
--- Trecho ---,,
D1,você sabe se costuma haver festa de ba de bairro por aqui,S_ALCP_2018FB+_IsabelaS.eaf
D1,algum lugar que as pessoas se reúnam,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,nem uma festinha pras criança natal ano-novo nada,S_ALCP_2018FB+_IsabelaS.eaf
S,quer dizer,S_ALCP_2018FB+_IsabelaS.eaf
D1,festa junina,S_ALCP_2018FB+_IsabelaS.eaf
D1,aqui no bairro,S_ALCP_2018FB+_IsabelaS.eaf
D1,eu falo,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,não aqui não,S_ALCP_2018FB+_IsabelaS.eaf
S,só na escola mesmo mesmo só na escola mesmo,S_ALCP_2018FB+_IsabelaS.eaf
D1,é mais comum né,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
D1,e as pessoas se ajudam por aqui,S_ALCP_2018FB+_IsabelaS.eaf
,,
### Arquivo: S_ALCP_2018FB+_IsabelaS.eaf,,
--- Trecho ---,,
D1,aqui no bairro,S_ALCP_2018FB+_IsabelaS.eaf
D1,eu falo,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,não aqui não,S_ALCP_2018FB+_IsabelaS.eaf
S,só na escola mesmo mesmo só na escola mesmo,S_ALCP_2018FB+_IsabelaS.eaf
D1,é mais comum né,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
D1,e as pessoas se ajudam por aqui,S_ALCP_2018FB+_IsabelaS.eaf
S,ajuda,S_ALCP_2018FB+_IsabelaS.eaf
D1,ajuda,S_ALCP_2018FB+_IsabelaS.eaf
D1,se a senhora a sua filha a sua filha mora com a senhora,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
S,ela mora lá no campo belo,S_ALCP_2018FB+_IsabelaS.eaf
D1,ah tá,S_ALCP_2018FB+_IsabelaS.eaf
D1,e se se vocês precisarem você o caso seu marido precisar de ajuda aqui pra quem que vocês recorrem,S_ALCP_2018FB+_IsabelaS.eaf
,,
### Arquivo: S_ALCP_2018FB+_IsabelaS.eaf,,
--- Trecho ---,,
D1,mas tem algum outro bairro hoje que a senhora gostaria de morar,S_ALCP_2018FB+_IsabelaS.eaf
S,não eu só tenho vontade daqui de sair daqui,S_ALCP_2018FB+_IsabelaS.eaf
S,pra ir morar mesmo porque,S_ALCP_2018FB+_IsabelaS.eaf
S,como a minha filha já está morando lá no campo belo meu filho,S_ALCP_2018FB+_IsabelaS.eaf
S,né toda gente já que,S_ALCP_2018FB+_IsabelaS.eaf
D1,ficar perto deles,S_ALCP_2018FB+_IsabelaS.eaf
S,já per perto deles eles já tem casa todos dois,S_ALCP_2018FB+_IsabelaS.eaf
S,aí nós estamos pensando assim de,S_ALCP_2018FB+_IsabelaS.eaf
D1,uhum,S_ALCP_2018FB+_IsabelaS.eaf
S,de sair daqui e construir a minha também lá pra modo de ficar lá,S_ALCP_2018FB+_IsabelaS.eaf
D1,uhum,S_ALCP_2018FB+_IsabelaS.eaf
S,entendeu,S_ALCP_2018FB+_IsabelaS.eaf
D1,ficar pertinho né,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
D1,seria uma boa,S_ALCP_2018FB+_IsabelaS.eaf
D1,e como é que foi a sua infância lá em lá em alagoas,S_ALCP_2018FB+_IsabelaS.eaf
,,
### Arquivo: S_ALCP_2018FB+_IsabelaS.eaf,,
--- Trecho ---,,
D1,e lá a senhora foi pra escola no mesmo bairro,S_ALCP_2018FB+_IsabelaS.eaf
S,ah eu fui,S_ALCP_2018FB+_IsabelaS.eaf
S,fui mas e eu,S_ALCP_2018FB+_IsabelaS.eaf
S,meu pai que o meu pai,S_ALCP_2018FB+_IsabelaS.eaf
S,ele nós ia pra roça mas ele,S_ALCP_2018FB+_IsabelaS.eaf
S,ele nunca deixou de dizer assim hoje vocês vão,S_ALCP_2018FB+_IsabelaS.eaf
S,todo vai pra escola,S_ALCP_2018FB+_IsabelaS.eaf
S,tudo pra escola,S_ALCP_2018FB+_IsabelaS.eaf
D1,uhum,S_ALCP_2018FB+_IsabelaS.eaf
S,estudar,S_ALCP_2018FB+_IsabelaS.eaf
S,nós todos estudamos,S_ALCP_2018FB+_IsabelaS.eaf
D1,vocês foram vocês terminaram então os estudos,S_ALCP_2018FB+_IsabelaS.eaf
S,então eu só foi eu,S_ALCP_2018FB+_IsabelaS.eaf
S,e mais dois irmão,S_ALCP_2018FB+_IsabelaS.eaf
S,porque,S_ALCP_2018FB+_IsabelaS.eaf
S,eu estudava mas não entrava nada na minha cabeça você acredita,S_ALCP_2018FB+_IsabelaS.eaf
,,
### Arquivo: S_ALCP_2018FB+_IsabelaS.eaf,,
--- Trecho ---,,
D1,e você sabe se tem algum bairro específico que eles se concentram,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,os os migrantes não,S_ALCP_2018FB+_IsabelaS.eaf
D1,você acha que está bem espalhado aqui em vinhedo,S_ALCP_2018FB+_IsabelaS.eaf
S,é está espalhado é,S_ALCP_2018FB+_IsabelaS.eaf
D1,e dentro de vinhedo você consegue identificar se uma pessoa é de determinado bairro ou de determinada região,S_ALCP_2018FB+_IsabelaS.eaf
D1,a senhora consegue saber se a senhora conhecer,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,só se você perguntar mesmo né,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
D1,não tem como saber,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
D1,entendi,S_ALCP_2018FB+_IsabelaS.eaf
D1,eh então a a senhora eu vou bom a senhora falou que não não não não lê aqui né,S_ALCP_2018FB+_IsabelaS.eaf
,,
### Arquivo: S_ALCP_2018FB+_IsabelaS.eaf,,
--- Trecho ---,,
D1,e dentro de vinhedo você consegue identificar se uma pessoa é de determinado bairro ou de determinada região,S_ALCP_2018FB+_IsabelaS.eaf
D1,a senhora consegue saber se a senhora conhecer,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,só se você perguntar mesmo né,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
D1,não tem como saber,S_ALCP_2018FB+_IsabelaS.eaf
S,é,S_ALCP_2018FB+_IsabelaS.eaf
D1,entendi,S_ALCP_2018FB+_IsabelaS.eaf
D1,eh então a a senhora eu vou bom a senhora falou que não não não não lê aqui né,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,não tem problema,S_ALCP_2018FB+_IsabelaS.eaf
S,não,S_ALCP_2018FB+_IsabelaS.eaf
D1,eu vou te fazer umas perguntinhas,S_ALCP_2018FB+_IsabelaS.eaf
S,xxx,S_ALCP_2018FB+_IsabelaS.eaf
,,
### Arquivo: S_ALCP_2018FB+_MoniqueR.eaf,,
--- Trecho ---,,
D1,então há quanto tempo vocês moram aqui nesse bairro,S_ALCP_2018FB+_MoniqueR.eaf
S,quatro anos,S_ALCP_2018FB+_MoniqueR.eaf
D1,quatro anos aqui,S_ALCP_2018FB+_MoniqueR.eaf
D1,e quando vocês chegaram vocês dois são de alagoas certo,S_ALCP_2018FB+_MoniqueR.eaf
S,certo,S_ALCP_2018FB+_MoniqueR.eaf
D1,quando vocês vieram de alagoas pra cá vocês vieram já pra esse bairro,S_ALCP_2018FB+_MoniqueR.eaf
S,nós viemos pra morar,S_ALCP_2018FB+_MoniqueR.eaf
D1,em vinhedo primeiro,S_ALCP_2018FB+_MoniqueR.eaf
D1,mas foi junto ou separado,S_ALCP_2018FB+_MoniqueR.eaf
S,junto,S_ALCP_2018FB+_MoniqueR.eaf
D1,ahn,S_ALCP_2018FB+_MoniqueR.eaf
D1,então você primeiro veio pra vinhedo e você veio junto pra vinhedo,S_ALCP_2018FB+_MoniqueR.eaf
D1,veio os dois pra vinhedo,S_ALCP_2018FB+_MoniqueR.eaf
D1,é isso,S_ALCP_2018FB+_MoniqueR.eaf
D1,e aí de vinhedo vocês moraram com,S_ALCP_2018FB+_MoniqueR.eaf
D1,ah então,S_ALCP_2018FB+_MoniqueR.eaf
,,
### Arquivo: S_ALCP_2018FB+_MoniqueR.eaf,,
--- Trecho ---,,
D1,quando vocês vieram de alagoas pra cá vocês vieram já pra esse bairro,S_ALCP_2018FB+_MoniqueR.eaf
S,nós viemos pra morar,S_ALCP_2018FB+_MoniqueR.eaf
D1,em vinhedo primeiro,S_ALCP_2018FB+_MoniqueR.eaf
D1,mas foi junto ou separado,S_ALCP_2018FB+_MoniqueR.eaf
S,junto,S_ALCP_2018FB+_MoniqueR.eaf
D1,ahn,S_ALCP_2018FB+_MoniqueR.eaf
D1,então você primeiro veio pra vinhedo e você veio junto pra vinhedo,S_ALCP_2018FB+_MoniqueR.eaf
D1,veio os dois pra vinhedo,S_ALCP_2018FB+_MoniqueR.eaf
D1,é isso,S_ALCP_2018FB+_MoniqueR.eaf
D1,e aí de vinhedo vocês moraram com,S_ALCP_2018FB+_MoniqueR.eaf
D1,ah então,S_ALCP_2018FB+_MoniqueR.eaf
D1,em vinhedo vocês moraram quanto tempo,S_ALCP_2018FB+_MoniqueR.eaf
S,oi nove anos,S_ALCP_2018FB+_MoniqueR.eaf
D1,nove anos lá,S_ALCP_2018FB+_MoniqueR.eaf
D1,então eh,S_ALCP_2018FB+_MoniqueR.eaf
D1,vocês saíram de alagoas com quantos anos cada um,S_ALCP_2018FB+_MoniqueR.eaf
,,
### Arquivo: S_ALCP_2018FB+_MoniqueR.eaf,,
--- Trecho ---,,
D1,e vocês sabem se aqui costuma haver festa de bairro assim,S_ALCP_2018FB+_MoniqueR.eaf
D1,é,S_ALCP_2018FB+_MoniqueR.eaf
S,vaquejada né,S_ALCP_2018FB+_MoniqueR.eaf
D1,vaquejada xxx,S_ALCP_2018FB+_MoniqueR.eaf
D1,eh festinha pras crianças natal,S_ALCP_2018FB+_MoniqueR.eaf
D1,ano novo essas coisa assim o pessoal não,S_ALCP_2018FB+_MoniqueR.eaf
S,não,S_ALCP_2018FB+_MoniqueR.eaf
D1,mas tem algum lugar aqui que o pessoal costuma eh se reunir às vezes pra pode ser um bar,S_ALCP_2018FB+_MoniqueR.eaf
S,às vezes a gente ia em louveira né,S_ALCP_2018FB+_MoniqueR.eaf
S,em festa nordestina,S_ALCP_2018FB+_MoniqueR.eaf
D1,ah tá ah mas é porque vinhedo também é aqui,S_ALCP_2018FB+_MoniqueR.eaf
S,é do lado,S_ALCP_2018FB+_MoniqueR.eaf
D1,é pertinho né,S_ALCP_2018FB+_MoniqueR.eaf
D1,é né,S_ALCP_2018FB+_MoniqueR.eaf
D1,pertinho,S_ALCP_2018FB+_MoniqueR.eaf
D1,entendi,S_ALCP_2018FB+_MoniqueR.eaf
,,
### Arquivo: S_ALCP_2018FB+_MoniqueR.eaf,,
--- Trecho ---,,
D1,eh mas hoje em dia tem algum outro bairro que vocês gostariam de se mudar,S_ALCP_2018FB+_MoniqueR.eaf
S,não,S_ALCP_2018FB+_MoniqueR.eaf
S,aqui eu gosto daqui,S_ALCP_2018FB+_MoniqueR.eaf
S,ou vinhedo ou nesse bairro que a gente mora,S_ALCP_2018FB+_MoniqueR.eaf
D1,um dos dois,S_ALCP_2018FB+_MoniqueR.eaf
S,um dos dois,S_ALCP_2018FB+_MoniqueR.eaf
D1,uhum,S_ALCP_2018FB+_MoniqueR.eaf
D1,tem que né,S_ALCP_2018FB+_MoniqueR.eaf
S,é,S_ALCP_2018FB+_MoniqueR.eaf
D1,investir aqui mesmo né,S_ALCP_2018FB+_MoniqueR.eaf
S,para xxx,S_ALCP_2018FB+_MoniqueR.eaf
D1,ah não é bem assim,S_ALCP_2018FB+_MoniqueR.eaf
S,então não é bem assim,S_ALCP_2018FB+_MoniqueR.eaf
D1,brincadeira,S_ALCP_2018FB+_MoniqueR.eaf
D1,bom vocês podem me falar um pouquinho como é que foi a infância de vocês lá,S_ALCP_2018FB+_MoniqueR.eaf
S,ah a minha foi bem assim,S_ALCP_2018FB+_MoniqueR.eaf
,,
### Arquivo: S_ALCP_2018FB+_MoniqueR.eaf,,
--- Trecho ---,,
D1,e lá vocês foram pra escola no mesmo bairro,S_ALCP_2018FB+_MoniqueR.eaf
S,sim,S_ALCP_2018FB+_MoniqueR.eaf
D1,foram,S_ALCP_2018FB+_MoniqueR.eaf
D1,vocês lembram o nome da escola vocês frequentaram a mesma escola ou não,S_ALCP_2018FB+_MoniqueR.eaf
S,sim,S_ALCP_2018FB+_MoniqueR.eaf
S,era do d a,S_ALCP_2018FB+_MoniqueR.eaf
S,a né,S_ALCP_2018FB+_MoniqueR.eaf
D1,você não terminou lá não,S_ALCP_2018FB+_MoniqueR.eaf
D1,você parou em qual,S_ALCP_2018FB+_MoniqueR.eaf
D1,na quarta mesmo,S_ALCP_2018FB+_MoniqueR.eaf
D1,e você fez até qual,S_ALCP_2018FB+_MoniqueR.eaf
S,é completei,S_ALCP_2018FB+_MoniqueR.eaf
D1,você fez a,S_ALCP_2018FB+_MoniqueR.eaf
S,terminei sim,S_ALCP_2018FB+_MoniqueR.eaf
D1,mas é a lá então vai até a oitava ou vai até o terceiro ano,S_ALCP_2018FB+_MoniqueR.eaf
S,até o terceiro,S_ALCP_2018FB+_MoniqueR.eaf
,,
### Arquivo: S_ALCP_2018FB+_MoniqueR.eaf,,
--- Trecho ---,,
D1,e tem algum bairro específico que essas pessoas se se concentram aqui em campinas,S_ALCP_2018FB+_MoniqueR.eaf
D1,vocês acham que está mais junto num bairro ou está mais espalhado xxx,S_ALCP_2018FB+_MoniqueR.eaf
S,está espalhada,S_ALCP_2018FB+_MoniqueR.eaf
D1,é,S_ALCP_2018FB+_MoniqueR.eaf
D1,uhn,S_ALCP_2018FB+_MoniqueR.eaf
S,hoje se hoje você pegar essa rua que a gente mora,S_ALCP_2018FB+_MoniqueR.eaf
S,não tem um são pau,S_ALCP_2018FB+_MoniqueR.eaf
S,daqui,S_ALCP_2018FB+_MoniqueR.eaf
D1,um paulista,S_ALCP_2018FB+_MoniqueR.eaf
S,paulista,S_ALCP_2018FB+_MoniqueR.eaf
D1,que tem bastante gente de fora mesmo né,S_ALCP_2018FB+_MoniqueR.eaf
S,tem,S_ALCP_2018FB+_MoniqueR.eaf
D1,uhum,S_ALCP_2018FB+_MoniqueR.eaf
S,é,S_ALCP_2018FB+_MoniqueR.eaf
D1,a maioria,S_ALCP_2018FB+_MoniqueR.eaf
D1,a maioria é do nordeste e mineiro que vocês veem bastante aqui no bairro,S_ALCP_2018FB+_MoniqueR.eaf
,,
### Arquivo: S_ALCP_2018FB+_MoniqueR.eaf,,
--- Trecho ---,,
D1,vocês acham que está mais junto num bairro ou está mais espalhado xxx,S_ALCP_2018FB+_MoniqueR.eaf
S,está espalhada,S_ALCP_2018FB+_MoniqueR.eaf
D1,é,S_ALCP_2018FB+_MoniqueR.eaf
D1,uhn,S_ALCP_2018FB+_MoniqueR.eaf
S,hoje se hoje você pegar essa rua que a gente mora,S_ALCP_2018FB+_MoniqueR.eaf
S,não tem um são pau,S_ALCP_2018FB+_MoniqueR.eaf
S,daqui,S_ALCP_2018FB+_MoniqueR.eaf
D1,um paulista,S_ALCP_2018FB+_MoniqueR.eaf
S,paulista,S_ALCP_2018FB+_MoniqueR.eaf
D1,que tem bastante gente de fora mesmo né,S_ALCP_2018FB+_MoniqueR.eaf
S,tem,S_ALCP_2018FB+_MoniqueR.eaf
D1,uhum,S_ALCP_2018FB+_MoniqueR.eaf
S,é,S_ALCP_2018FB+_MoniqueR.eaf
D1,a maioria,S_ALCP_2018FB+_MoniqueR.eaf
D1,a maioria é do nordeste e mineiro que vocês veem bastante aqui no bairro,S_ALCP_2018FB+_MoniqueR.eaf
S,sim,S_ALCP_2018FB+_MoniqueR.eaf
,,
### Arquivo: S_ALCP_2018FB+_MoniqueR.eaf,,
--- Trecho ---,,
D1,a maioria é do nordeste e mineiro que vocês veem bastante aqui no bairro,S_ALCP_2018FB+_MoniqueR.eaf
S,sim,S_ALCP_2018FB+_MoniqueR.eaf
D1,tem bastante,S_ALCP_2018FB+_MoniqueR.eaf
D1,estão estão bem né dividido da onde que é um pouco né,S_ALCP_2018FB+_MoniqueR.eaf
S,é,S_ALCP_2018FB+_MoniqueR.eaf
D1,e dentro de campinas vocês conseguem identificar se uma pessoa é de determinado bairro ou de uma região específica de campinas,S_ALCP_2018FB+_MoniqueR.eaf
D1,não consegue identificar,S_ALCP_2018FB+_MoniqueR.eaf
D1,não,S_ALCP_2018FB+_MoniqueR.eaf
D1,é,S_ALCP_2018FB+_MoniqueR.eaf
D1,mas não pelo se vocês conhecer acabaram de conhecer não tem como,S_ALCP_2018FB+_MoniqueR.eaf
D1,sabe,S_ALCP_2018FB+_MoniqueR.eaf
D1,uhum,S_ALCP_2018FB+_MoniqueR.eaf
D1,bom,S_ALCP_2018FB+_MoniqueR.eaf
D1,estou terminando já,S_ALCP_2018FB+_MoniqueR.eaf
D1,eu vou dar essa lista de palavras pra vocês,S_ALCP_2018FB+_MoniqueR.eaf
D1,pra alguém um de vocês dois ler pra mim,S_ALCP_2018FB+_MoniqueR.eaf
,,
### Arquivo: S_ALCP_2018FB+_MoniqueR.eaf,,
--- Trecho ---,,
D1,e dentro de campinas vocês conseguem identificar se uma pessoa é de determinado bairro ou de uma região específica de campinas,S_ALCP_2018FB+_MoniqueR.eaf
D1,não consegue identificar,S_ALCP_2018FB+_MoniqueR.eaf
D1,não,S_ALCP_2018FB+_MoniqueR.eaf
D1,é,S_ALCP_2018FB+_MoniqueR.eaf
D1,mas não pelo se vocês conhecer acabaram de conhecer não tem como,S_ALCP_2018FB+_MoniqueR.eaf
D1,sabe,S_ALCP_2018FB+_MoniqueR.eaf
D1,uhum,S_ALCP_2018FB+_MoniqueR.eaf
D1,bom,S_ALCP_2018FB+_MoniqueR.eaf
D1,estou terminando já,S_ALCP_2018FB+_MoniqueR.eaf
D1,eu vou dar essa lista de palavras pra vocês,S_ALCP_2018FB+_MoniqueR.eaf
D1,pra alguém um de vocês dois ler pra mim,S_ALCP_2018FB+_MoniqueR.eaf
D1,vocês podem ler ela primeiro pra vocês tá,S_ALCP_2018FB+_MoniqueR.eaf
D1,se depois vocês ler em voz alta pra mim se vocês quiserem dividir metade ler metade fica mais melhor ainda na verdade,S_ALCP_2018FB+_MoniqueR.eaf
S,uhn,S_ALCP_2018FB+_MoniqueR.eaf
S,sim,S_ALCP_2018FB+_MoniqueR.eaf
D1,mas presta então atenção na nas palavrinhas que ela vai ler,S_ALCP_2018FB+_MoniqueR.eaf
,,
### Arquivo: S_ALCP_2018FB-_VeronicaS.eaf,,
--- Trecho ---,,
D1,por que que você escolheu morar aqui nesse bairro,S_ALCP_2018FB-_VeronicaS.eaf
S,olha,S_ALCP_2018FB-_VeronicaS.eaf
S,eu vim,S_ALCP_2018FB-_VeronicaS.eaf
S,por causa que o meu cunhado já morava aqui há oito anos,S_ALCP_2018FB-_VeronicaS.eaf
S,e como eu estava lá em alagoas desempregada,S_ALCP_2018FB-_VeronicaS.eaf
S,ele arrumou serviço pra mim pra,S_ALCP_2018FB-_VeronicaS.eaf
S,meu marido e a irmã dele pra gente vim trabalhar aqui e aqui a gente ficamos,S_ALCP_2018FB-_VeronicaS.eaf
D1,é,S_ALCP_2018FB-_VeronicaS.eaf
D1,e,S_ALCP_2018FB-_VeronicaS.eaf
D1,ah,S_ALCP_2018FB-_VeronicaS.eaf
D1,você já morou quando você saiu de alagoas você já morou em outros lugares antes,S_ALCP_2018FB-_VeronicaS.eaf
S,não,S_ALCP_2018FB-_VeronicaS.eaf
D1,sempre morou em alagoas,S_ALCP_2018FB-_VeronicaS.eaf
S,sempre e depois agora aqui,S_ALCP_2018FB-_VeronicaS.eaf
D1,e aí veio direto pra cá,S_ALCP_2018FB-_VeronicaS.eaf
S,isso,S_ALCP_2018FB-_VeronicaS.eaf
,,
### Arquivo: S_ALCP_2018FB-_VeronicaS.eaf,,
--- Trecho ---,,
D1,e o que você acha que esse bairro tem tem diferente dos outros aqui em holambra,S_ALCP_2018FB-_VeronicaS.eaf
S,sossego,S_ALCP_2018FB-_VeronicaS.eaf
D1,sossego,S_ALCP_2018FB-_VeronicaS.eaf
S,é,S_ALCP_2018FB-_VeronicaS.eaf
D1,é bom,S_ALCP_2018FB-_VeronicaS.eaf
S,muito sossegado aqui,S_ALCP_2018FB-_VeronicaS.eaf
D1,e aqui no imigrantes costuma ter tipo festa de bairro,S_ALCP_2018FB-_VeronicaS.eaf
D1,ahn,S_ALCP_2018FB-_VeronicaS.eaf
D1,por exemplo festa junina dia das crianças,S_ALCP_2018FB-_VeronicaS.eaf
S,só dia das crianças,S_ALCP_2018FB-_VeronicaS.eaf
S,agora festa junina assim,S_ALCP_2018FB-_VeronicaS.eaf
S,eu achei um pouco diferente de alagoas porque em alagoas tem vários tipo,S_ALCP_2018FB-_VeronicaS.eaf
S,de festa junina lá,S_ALCP_2018FB-_VeronicaS.eaf
S,e aqui não ninguém vê,S_ALCP_2018FB-_VeronicaS.eaf
D1,aham,S_ALCP_2018FB-_VeronicaS.eaf
D1,lá tem né tipo de ficar o mês inteiro,S_ALCP_2018FB-_VeronicaS.eaf
,,
### Arquivo: S_ALCP_2018FB-_VeronicaS.eaf,,
--- Trecho ---,,
D1,e aqui no imigrantes costuma ter tipo festa de bairro,S_ALCP_2018FB-_VeronicaS.eaf
D1,ahn,S_ALCP_2018FB-_VeronicaS.eaf
D1,por exemplo festa junina dia das crianças,S_ALCP_2018FB-_VeronicaS.eaf
S,só dia das crianças,S_ALCP_2018FB-_VeronicaS.eaf
S,agora festa junina assim,S_ALCP_2018FB-_VeronicaS.eaf
S,eu achei um pouco diferente de alagoas porque em alagoas tem vários tipo,S_ALCP_2018FB-_VeronicaS.eaf
S,de festa junina lá,S_ALCP_2018FB-_VeronicaS.eaf
S,e aqui não ninguém vê,S_ALCP_2018FB-_VeronicaS.eaf
D1,aham,S_ALCP_2018FB-_VeronicaS.eaf
D1,lá tem né tipo de ficar o mês inteiro,S_ALCP_2018FB-_VeronicaS.eaf
S,tem,S_ALCP_2018FB-_VeronicaS.eaf
D1,né,S_ALCP_2018FB-_VeronicaS.eaf
D1,de são joão,S_ALCP_2018FB-_VeronicaS.eaf
D1,e aqui é sossegado,S_ALCP_2018FB-_VeronicaS.eaf
S,ó eu achei bom aqui porque ninguém vê fogueira aqui ai como é sossegado que ninguém vê essa fumaça,S_ALCP_2018FB-_VeronicaS.eaf
